_林林 ;林竟 4竟林 7竟竟	aaaa
_投士 ;投糟 4敢士 7敢糟	pqmf
_投米 ;投眉 4敢米 7敢眉	pqmg
_投尼 ;投尿 4敢尼 7敢尿	pqmh
_投吉 ;投届 4敢吉 7敢届	pqmi
_投胆 ;投履 4敢胆 7敢履	pqmj
_投预 ;投豚 4敢预 7敢豚	pqmk
_投然 ;投施 4敢然 7敢施	pqml
_投声 ;投朋 4敢声 7敢朋	pqmm
_投志 ;投胎 4敢志 7敢胎	pqmn
_投尽 ;投粮 4敢尽 7敢粮	pqmo
_投断 ;投局 4敢断 7敢局	pqmp
_投居 ;投股 4敢居 7敢股	pqmq
_投放 ;投粗 4敢放 7敢粗	pqmr
_投数 ;投胸 4敢数 7敢胸	pqms
_投脸 ;投腿 4敢脸 7敢腿	pqmt
_投脑 ;投刷 4敢脑 7敢刷	pqmu
_投其 ;投斯 4敢其 7敢斯	pqmv
_投服 ;投豫 4敢服 7敢豫	pqmw
_投展 ;投类 4敢展 7敢类	pqmx
_投粒 ;投膀 4敢粒 7敢膀	pqmy
_投精 ;投尸 4敢精 7敢尸	pqmz
_投功 ;投允 4敢功 7敢允	pqna
_投片 ;投愧 4敢片 7敢愧	pqnb
_投必 ;投怀 4敢必 7敢怀	pqnc
_投性 ;投怕 4敢性 7敢怕	pqnd
_投快 ;投矣 4敢快 7敢矣	pqne
_投印 ;投巧 4敢印 7敢巧	pqnf
_投心 ;投恢 4敢心 7敢恢	pqng
_投北 ;投背 4敢北 7敢背	pqnh
_投台 ;投怠 4敢台 7敢怠	pqni
_投慢 ;投忆 4敢慢 7敢忆	pqnj
_投项 ;投患 4敢项 7敢患	pqnk
_投状 ;投悔 4敢状 7敢悔	pqnl
_投装 ;投壮 4敢装 7敢壮	pqnm
_投式 ;投惨 4敢式 7敢惨	pqnn
_投乐 ;投版 4敢乐 7敢版	pqno
_投恐 ;投巩 4敢恐 7敢巩	pqnp
_投通 ;投勇 4敢通 7敢勇	pqnq
_投攻 ;投愕 4敢攻 7敢愕	pqnr
_投民 ;投惯 4敢民 7敢惯	pqns
_投已 ;投恨 4敢已 7敢恨	pqnt
_投恼 ;投懒 4敢恼 7敢懒	pqnu
_投工 ;投惟 4敢工 7敢惟	pqnv
_投惊 ;投怪 4敢惊 7敢怪	pqnw
_投将 ;投参 4敢将 7敢参	pqnx
_投愣 ;投惭 4敢愣 7敢惭	pqny
_投情 ;投惘 4敢情 7敢惘	pqnz
_投杀 ;投历 4敢杀 7敢历	pqoa
_投压 ;投魔 4敢压 7敢魔	pqob
_投少 ;投省 4敢少 7敢省	pqoc
_投原 ;投愿 4敢原 7敢愿	pqod
_投被 ;投厨 4敢被 7敢厨	pqoe
_投后 ;投厉 4敢后 7敢厉	pqof
_投主 ;投质 4敢主 7敢质	pqog
_投永 ;投弛 4敢永 7敢弛	pqoh
_投强 ;投袖 4敢强 7敢袖	pqoi
_投厚 ;投褐 4敢厚 7敢褐	pqoj
_投引 ;投初 4敢引 7敢初	pqok
_投近 ;投弱 4敢近 7敢弱	pqol
_投削 ;投肖 4敢削 7敢肖	pqom
_投麻 ;投弘 4敢麻 7敢弘	pqon
_投义 ;投斥 4敢义 7敢斥	pqoo
_投摩 ;投裕 4敢摩 7敢裕	pqop
_投业 ;投磨 4敢业 7敢磨	pqoq
_投衣 ;投弥 4敢衣 7敢弥	pqor
_投当 ;投袍 4敢当 7敢袍	pqos
_投小 ;投良 4敢小 7敢良	pqot
_投毛 ;投厅 4敢毛 7敢厅	pqou
_投兵 ;投弹 4敢兵 7敢弹	pqov
_投反 ;投顾 4敢反 7敢顾	pqow
_投张 ;投尖 4敢张 7敢尖	pqox
_投厂 ;投毯 4敢厂 7敢毯	pqoy
_投食 ;投凶 4敢食 7敢凶	pqoz
_投动 ;投充 4敢动 7敢充	pqpa
_投持 ;投技 4敢持 7敢技	pqpb
_投手 ;投托 4敢手 7敢托	pqpc
_投云 ;投排 4敢云 7敢排	pqpd
_投把 ;投按 4敢把 7敢按	pqpe
_投司 ;投护 4敢司 7敢护	pqpf
_投看 ;投迅 4敢看 7敢迅	pqpg
_投指 ;投批 4敢指 7敢批	pqph
_投找 ;投损 4敢找 7敢损	pqpi
_投提 ;投担 4敢提 7敢担	pqpj
_投招 ;投撇 4敢招 7敢撇	pqpk
_投运 ;投买 4敢运 7敢买	pqpl
_投据 ;投育 4敢据 7敢育	pqpm
_投抬 ;投抑 4敢抬 7敢抑	pqpn
_投风 ;投凡 4敢风 7敢凡	pqpo
_投书 ;投扬 4敢书 7敢扬	pqpp
_投投 ;投敢 4敢投 7敢敢	pqpq
_投换 ;投挣 4敢换 7敢挣	pqpr
_投几 ;投抱 4敢几 7敢抱	pqps
_投势 ;投热 4敢势 7敢热	pqpt
_投打 ;投抗 4敢打 7敢抗	pqpu
_投推 ;投括 4敢推 7敢括	pqpv
_投报 ;投择 4敢报 7敢择	pqpw
_投措 ;投掩 4敢措 7敢掩	pqpx
_投接 ;投拉 4敢接 7敢拉	pqpy
_投击 ;投控 4敢击 7敢控	pqpz
_投克 ;投虏 4敢克 7敢虏	pqqa
_投虎 ;投彪 4敢虎 7敢彪	pqqb
_投殊 ;投砭 4敢殊 7敢砭	pqqc
_投票 ;投飘 4敢票 7敢飘	pqqd
_投破 ;投碗 4敢破 7敢碗	pqqe
_投研 ;投残 4敢研 7敢残	pqqf
_投耳 ;投矿 4敢耳 7敢矿	pqqg
_投死 ;投韦 4敢死 7敢韦	pqqh
_投职 ;投础 4敢职 7敢础	pqqi
_投起 ;投昏 4敢起 7敢昏	pqqj
_投列 ;投超 4敢列 7敢超	pqqk
_投用 ;投赶 4敢用 7敢赶	pqql
_投古 ;投胡 4敢古 7敢胡	pqqm
_投三 ;投虑 4敢三 7敢虑	pqqn
_投走 ;投赵 4敢走 7敢赵	pqqo
_投西 ;投甩 4敢西 7敢甩	pqqp
_投石 ;投趣 4敢石 7敢趣	pqqq
_投确 ;投故 4敢确 7敢故	pqqr
_投趁 ;投碌 4敢趁 7敢碌	pqqs
_投母 ;投硬 4敢母 7敢硬	pqqt
_投越 ;投碎 4敢越 7敢碎	pqqu
_投联 ;投碰 4敢联 7敢碰	pqqv
_投取 ;投聚 4敢取 7敢聚	pqqw
_投码 ;投趟 4敢码 7敢趟	pqqx
_投各 ;投耿 4敢各 7敢耿	pqqy
_投殃 ;投碉 4敢殃 7敢碉	pqqz
_投远 ;投元 4敢远 7敢元	pqra
_投壁 ;投绫 4敢壁 7敢绫	pqrb
_投绞 ;投缒 4敢绞 7敢缒	pqrc
_投负 ;投缴 4敢负 7敢缴	pqrd
_投色 ;投缩 4敢色 7敢缩	pqre
_投线 ;投考 4敢线 7敢考	pqrf
_投续 ;投缠 4敢续 7敢缠	pqrg
_投且 ;投纠 4敢且 7敢纠	pqrh
_投老 ;投织 4敢老 7敢织	pqri
_投者 ;投终 4敢者 7敢终	pqrj
_投级 ;投绍 4敢级 7敢绍	pqrk
_投二 ;投器 4敢二 7敢器	pqrl
_投结 ;投继 4敢结 7敢继	pqrm
_投红 ;投县 4敢红 7敢县	pqrn
_投尔 ;投久 4敢尔 7敢久	pqro
_投统 ;投专 4敢统 7敢专	pqrp
_投解 ;投角 4敢解 7敢角	pqrq
_投组 ;投绝 4敢组 7敢绝	pqrr
_投约 ;投急 4敢约 7敢急	pqrs
_投给 ;投缓 4敢给 7敢缓	pqrt
_投争 ;投缄 4敢争 7敢缄	pqru
_投维 ;投纷 4敢维 7敢纷	pqrv
_投经 ;投曲 4敢经 7敢曲	pqrw
_投骂 ;投绮 4敢骂 7敢绮	pqrx
_投教 ;投孝 4敢教 7敢孝	pqry
_投纳 ;投绩 4敢纳 7敢绩	pqrz
_投果 ;投男 4敢果 7敢男	pqsa
_投忽 ;投匆 4敢忽 7敢匆	pqsb
_投群 ;投君 4敢群 7敢君	pqsc
_投包 ;投姓 4敢包 7敢姓	pqsd
_投辉 ;投耀 4敢辉 7敢耀	pqse
_投遇 ;投愚 4敢遇 7敢愚	pqsf
_投全 ;投齿 4敢全 7敢齿	pqsg
_投她 ;投录 4敢她 7敢录	pqsh
_投如 ;投恕 4敢如 7敢恕	pqsi
_投光 ;投妹 4敢光 7敢妹	pqsj
_投个 ;投介 4敢个 7敢介	pqsk
_投企 ;投田 4敢企 7敢田	pqsl
_投女 ;投媒 4敢女 7敢媒	pqsm
_投思 ;投始 4敢思 7敢始	pqsn
_投娘 ;投妙 4敢娘 7敢妙	pqso
_投会 ;投娜 4敢会 7敢娜	pqsp
_投略 ;投姑 4敢略 7敢姑	pqsq
_投姐 ;投姥 4敢姐 7敢姥	pqsr
_投从 ;投界 4敢从 7敢界	pqss
_投甲 ;投龄 4敢甲 7敢龄	pqst
_投规 ;投姊 4敢规 7敢姊	pqsu
_投夫 ;投舍 4敢夫 7敢舍	pqsv
_投创 ;投怒 4敢创 7敢怒	pqsw
_投妈 ;投姨 4敢妈 7敢姨	pqsx
_投好 ;投灵 4敢好 7敢灵	pqsy
_投余 ;投途 4敢余 7敢途	pqsz
_投采 ;投彩 4敢采 7敢彩	pqta
_投陵 ;投奚 4敢陵 7敢奚	pqtb
_投霆 ;投爲 4敢霆 7敢爲	pqtc
_投际 ;投赘 4敢际 7敢赘	pqtd
_投受 ;投院 4敢受 7敢院	pqte
_投雨 ;投陌 4敢雨 7敢陌	pqtf
_投随 ;投霸 4敢随 7敢霸	pqtg
_投剑 ;投陛 4敢剑 7敢陛	pqth
_投命 ;投拿 4敢命 7敢拿	pqti
_投阳 ;投配 4敢阳 7敢配	pqtj
_投金 ;投附 4敢金 7敢附	pqtk
_投陈 ;投退 4敢陈 7敢退	pqtl
_投防 ;投阴 4敢防 7敢阴	pqtm
_投领 ;投令 4敢领 7敢令	pqtn
_投更 ;投爪 4敢更 7敢爪	pqto
_投今 ;投念 4敢今 7敢念	pqtp
_投句 ;投震 4敢句 7敢震	pqtq
_投隐 ;投阻 4敢隐 7敢阻	pqtr
_投队 ;投除 4敢队 7敢除	pqts
_投限 ;投险 4敢限 7敢险	pqtt
_投需 ;投既 4敢需 7敢既	pqtu
_投霍 ;投隧 4敢霍 7敢隧	pqtv
_投即 ;投醇 4敢即 7敢醇	pqtw
_投够 ;投醋 4敢够 7敢醋	pqtx
_投阵 ;投陪 4敢阵 7敢陪	pqty
_投阿 ;投酥 4敢阿 7敢酥	pqtz
_投而 ;投困 4敢而 7敢困	pqua
_投率 ;投玄 4敢率 7敢玄	pqub
_投黑 ;投跃 4敢黑 7敢跃	pquc
_投费 ;投帕 4敢费 7敢帕	pqud
_投无 ;投缺 4敢无 7敢缺	pque
_投感 ;投威 4敢感 7敢威	pquf
_投团 ;投跋 4敢团 7敢跋	pqug
_投束 ;投踏 4敢束 7敢踏	pquh
_投回 ;投圆 4敢回 7敢圆	pqui
_投图 ;投帽 4敢图 7敢帽	pquj
_投夜 ;投顶 4敢夜 7敢顶	pquk
_投速 ;投默 4敢速 7敢默	pqul
_投踞 ;投蹂 4敢踞 7敢蹂	pqum
_投缸 ;投踊 4敢缸 7敢踊	pqun
_投离 ;投踉 4敢离 7敢踉	pquo
_投成 ;投盛 4敢成 7敢盛	pqup
_投路 ;投围 4敢路 7敢围	pquq
_投整 ;投园 4敢整 7敢园	pqur
_投跑 ;投耍 4敢跑 7敢耍	pqus
_投跟 ;投踩 4敢跟 7敢踩	pqut
_投市 ;投颤 4敢市 7敢颤	pquu
_投建 ;投圈 4敢建 7敢圈	pquv
_投见 ;投巾 4敢见 7敢巾	pquw
_投因 ;投恩 4敢因 7敢恩	pqux
_投变 ;投亦 4敢变 7敢亦	pquy
_投足 ;投踌 4敢足 7敢踌	pquz
_投集 ;投谙 4敢集 7敢谙	pqva
_投讲 ;投诗 4敢讲 7敢诗	pqvb
_投道 ;投首 4敢道 7敢首	pqvc
_投让 ;投祭 4敢让 7敢祭	pqvd
_投登 ;投谊 4敢登 7敢谊	pqve
_投证 ;投兮 4敢证 7敢兮	pqvf
_投计 ;投读 4敢计 7敢读	pqvg
_投论 ;投谐 4敢论 7敢谐	pqvh
_投总 ;投识 4敢总 7敢识	pqvi
_投记 ;投语 4敢记 7敢语	pqvj
_投分 ;投贫 4敢分 7敢贫	pqvk
_投许 ;投适 4敢许 7敢适	pqvl
_投前 ;投谋 4敢前 7敢谋	pqvm
_投公 ;投试 4敢公 7敢试	pqvn
_投议 ;投父 4敢议 7敢父	pqvo
_投半 ;投乱 4敢半 7敢乱	pqvp
_投设 ;投兰 4敢设 7敢兰	pqvq
_投敌 ;投诸 4敢敌 7敢诸	pqvr
_投认 ;投单 4敢认 7敢单	pqvs
_投尊 ;投遵 4敢尊 7敢遵	pqvt
_投曾 ;投弟 4敢曾 7敢弟	pqvu
_投话 ;投谁 4敢话 7敢谁	pqvv
_投并 ;投诺 4敢并 7敢诺	pqvw
_投关 ;投送 4敢关 7敢送	pqvx
_投该 ;投八 4敢该 7敢八	pqvy
_投请 ;投调 4敢请 7敢调	pqvz
_投苏 ;投劝 4敢苏 7敢劝	pqwa
_投圣 ;投菱 4敢圣 7敢菱	pqwb
_投薛 ;投孽 4敢薛 7敢孽	pqwc
_投岛 ;投菲 4敢岛 7敢菲	pqwd
_投营 ;投劳 4敢营 7敢劳	pqwe
_投卫 ;投欢 4敢卫 7敢欢	pqwf
_投若 ;投惹 4敢若 7敢惹	pqwg
_投落 ;投范 4敢落 7敢范	pqwh
_投又 ;投戏 4敢又 7敢戏	pqwi
_投草 ;投莫 4敢草 7敢莫	pqwj
_投花 ;投刘 4敢花 7敢刘	pqwk
_投对 ;投获 4敢对 7敢获	pqwl
_投文 ;投芳 4敢文 7敢芳	pqwm
_投高 ;投蒋 4敢高 7敢蒋	pqwn
_投就 ;投京 4敢就 7敢京	pqwo
_投象 ;投亮 4敢象 7敢亮	pqwp
_投苦 ;投葬 4敢苦 7敢葬	pqwq
_投药 ;投著 4敢药 7敢著	pqwr
_投茶 ;投苍 4敢茶 7敢苍	pqws
_投警 ;投萨 4敢警 7敢萨	pqwt
_投观 ;投藏 4敢观 7敢藏	pqwu
_投难 ;投蔡 4敢难 7敢蔡	pqwv
_投双 ;投节 4敢双 7敢节	pqww
_投荒 ;投芒 4敢荒 7敢芒	pqwx
_投熟 ;投享 4敢熟 7敢享	pqwy
_投英 ;投莉 4敢英 7敢莉	pqwz
_投党 ;投棠 4敢党 7敢棠	pqxa
_投堂 ;投奎 4敢堂 7敢奎	pqxb
_投亡 ;投骄 4敢亡 7敢骄	pqxc
_投外 ;投赏 4敢外 7敢赏	pqxd
_投疾 ;投驱 4敢疾 7敢驱	pqxe
_投病 ;投疗 4敢病 7敢疗	pqxf
_投奔 ;投盲 4敢奔 7敢盲	pqxg
_投马 ;投驰 4敢马 7敢驰	pqxh
_投名 ;投燕 4敢名 7敢燕	pqxi
_投入 ;投疼 4敢入 7敢疼	pqxj
_投长 ;投廿 4敢长 7敢廿	pqxk
_投达 ;投夺 4敢达 7敢夺	pqxl
_投望 ;投散 4敢望 7敢散	pqxm
_投痛 ;投忘 4敢痛 7敢忘	pqxn
_投太 ;投态 4敢太 7敢态	pqxo
_投世 ;投掌 4敢世 7敢掌	pqxp
_投疫 ;投骤 4敢疫 7敢骤	pqxq
_投夸 ;投奢 4敢夸 7敢奢	pqxr
_投套 ;投奋 4敢套 7敢奋	pqxs
_投验 ;投痕 4敢验 7敢痕	pqxt
_投常 ;投夕 4敢常 7敢夕	pqxu
_投共 ;投恭 4敢共 7敢恭	pqxv
_投怨 ;投瘦 4敢怨 7敢瘦	pqxw
_投多 ;投骑 4敢多 7敢骑	pqxx
_投尚 ;投骇 4敢尚 7敢骇	pqxy
_投奇 ;投痢 4敢奇 7敢痢	pqxz
_投新 ;投亲 4敢新 7敢亲	pqya
_投牙 ;投罢 4敢牙 7敢罢	pqyb
_投较 ;投轿 4敢较 7敢轿	pqyc
_投站 ;投罪 4敢站 7敢罪	pqyd
_投帝 ;投旁 4敢帝 7敢旁	pqye
_投车 ;投软 4敢车 7敢软	pqyf
_投置 ;投辅 4敢置 7敢辅	pqyg
_投轮 ;投徽 4敢轮 7敢徽	pqyh
_投部 ;投竞 4敢部 7敢竞	pqyi
_投爆 ;投竭 4敢爆 7敢竭	pqyj
_投刻 ;投烦 4敢刻 7敢烦	pqyk
_投连 ;投炼 4敢连 7敢炼	pqyl
_投燃 ;投煤 4敢燃 7敢煤	pqym
_投烁 ;投轼 4敢烁 7敢轼	pqyn
_投产 ;投孙 4敢产 7敢孙	pqyo
_投微 ;投孔 4敢微 7敢孔	pqyp
_投立 ;投孤 4敢立 7敢孤	pqyq
_投转 ;投署 4敢转 7敢署	pqyr
_投炮 ;投蜀 4敢炮 7敢蜀	pqys
_投四 ;投输 4敢四 7敢输	pqyt
_投烟 ;投灯 4敢烟 7敢灯	pqyu
_投火 ;投雅 4敢火 7敢雅	pqyv
_投轻 ;投轰 4敢轻 7敢轰	pqyw
_投罗 ;投逻 4敢罗 7敢逻	pqyx
_投孩 ;投炎 4敢孩 7敢炎	pqyy
_投商 ;投靖 4敢商 7敢靖	pqyz
_投策 ;投免 4敢策 7敢免	pqza
_投等 ;投周 4敢等 7敢周	pqzb
_投笑 ;投窗 4敢笑 7敢窗	pqzc
_投究 ;投责 4敢究 7敢责	pqzd
_投管 ;投窄 4敢管 7敢窄	pqze
_投同 ;投篇 4敢同 7敢篇	pqzf
_投算 ;投稽 4敢算 7敢稽	pqzg
_投素 ;投丰 4敢素 7敢丰	pqzh
_投种 ;投程 4敢种 7敢程	pqzi
_投可 ;投香 4敢可 7敢香	pqzj
_投利 ;投符 4敢利 7敢符	pqzk
_投突 ;投寿 4敢突 7敢寿	pqzl
_投青 ;投静 4敢青 7敢静	pqzm
_投空 ;投秘 4敢空 7敢秘	pqzn
_投表 ;投刚 4敢表 7敢刚	pqzo
_投科 ;投秃 4敢科 7敢秃	pqzp
_投毒 ;投砉 4敢毒 7敢砉	pqzq
_投称 ;投稳 4敢称 7敢稳	pqzr
_投内 ;投委 4敢内 7敢委	pqzs
_投答 ;投帮 4敢答 7敢帮	pqzt
_投第 ;投丹 4敢第 7敢丹	pqzu
_投税 ;投透 4敢税 7敢透	pqzv
_投稿 ;投篙 4敢稿 7敢篙	pqzw
_投移 ;投央 4敢移 7敢央	pqzx
_投穿 ;投秋 4敢穿 7敢秋	pqzy
_投哥 ;投歌 4敢哥 7敢歌	pqzz
_换林 ;换竟 4挣林 7挣竟	praa
_换杜 ;换横 4挣杜 7挣横	prab
_换校 ;换杯 4挣校 7挣杯	prac
_换标 ;换柏 4挣标 7挣柏	prad
_换齐 ;换柜 4挣齐 7挣柜	prae
_换本 ;换柳 4挣本 7挣柳	praf
_换相 ;换章 4挣相 7挣章	prag
_换儿 ;换楷 4挣儿 7挣楷	prah
_换样 ;换加 4挣样 7挣加	prai
_换查 ;换木 4挣查 7挣木	praj
_换极 ;换剂 4挣极 7挣剂	prak
_换边 ;换村 4挣边 7挣村	pral
_换两 ;换楼 4挣两 7挣楼	pram
_换意 ;换桶 4挣意 7挣桶	pran
_换术 ;换述 4挣术 7挣述	prao
_换机 ;换杨 4挣机 7挣杨	prap
_换格 ;换枯 4挣格 7挣枯	praq
_换音 ;换枚 4挣音 7挣枚	prar
_换构 ;换枪 4挣构 7挣枪	pras
_换根 ;换检 4挣根 7挣检	prat
_换力 ;换杭 4挣力 7挣杭	prau
_换办 ;换松 4挣办 7挣松	prav
_换权 ;换树 4挣权 7挣树	praw
_换椅 ;换槿 4挣椅 7挣槿	prax
_换李 ;换核 4挣李 7挣核	pray
_换刺 ;换柯 4挣刺 7挣柯	praz
_换境 ;换闲 4挣境 7挣闲	prba
_换封 ;换墙 4挣封 7挣墙	prbb
_换坏 ;换埠 4挣坏 7挣埠	prbc
_换埋 ;换盐 4挣埋 7挣盐	prbd
_换块 ;换坡 4挣块 7挣坡	prbe
_换坎 ;换闩 4挣坎 7挣闩	prbf
_换闭 ;换填 4挣闭 7挣填	prbg
_换支 ;换阔 4挣支 7挣阔	prbh
_换问 ;换幸 4挣问 7挣幸	prbi
_换间 ;换坦 4挣间 7挣坦	prbj
_换须 ;换阀 4挣须 7挣阀	prbk
_换进 ;换寺 4挣进 7挣寺	prbl
_换土 ;换堪 4挣土 7挣堪	prbm
_换去 ;换却 4挣去 7挣却	prbn
_换门 ;换髦 4挣门 7挣髦	prbo
_换场 ;换幻 4挣场 7挣幻	prbp
_换闻 ;换阁 4挣闻 7挣阁	prbq
_换堵 ;换阎 4挣堵 7挣阎	prbr
_换闪 ;换均 4挣闪 7挣均	prbs
_换垣 ;换埂 4挣垣 7挣埂	prbt
_换城 ;换闹 4挣城 7挣闹	prbu
_换增 ;换堆 4挣增 7挣堆	prbv
_换塔 ;换坟 4挣塔 7挣坟	prbw
_换黄 ;换闯 4挣黄 7挣闯	prbx
_换鬼 ;换培 4挣鬼 7挣培	prby
_换井 ;换髯 4挣井 7挣髯	prbz
_换六 ;换镜 4挣六 7挣镜	prca
_换血 ;换丢 4挣血 7挣丢	prcb
_换铁 ;换铢 4挣铁 7挣铢	prcc
_换乏 ;换钻 4挣乏 7挣钻	prcd
_换锭 ;换钜 4挣锭 7挣钜	prce
_换钱 ;换钦 4挣钱 7挣钦	prcf
_换镇 ;换针 4挣镇 7挣针	prcg
_换系 ;换锤 4挣系 7挣锤	prch
_换否 ;换钟 4挣否 7挣钟	prci
_换自 ;换朱 4挣自 7挣朱	prcj
_换到 ;换钊 4挣到 7挣钊	prck
_换还 ;换延 4挣还 7挣延	prcl
_换翻 ;换释 4挣翻 7挣释	prcm
_换么 ;换息 4挣么 7挣息	prcn
_换交 ;换效 4挣交 7挣效	prco
_换我 ;换鹅 4挣我 7挣鹅	prcp
_换镖 ;换甭 4挣镖 7挣甭	prcq
_换致 ;换铮 4挣致 7挣铮	prcr
_换失 ;换鼻 4挣失 7挣鼻	prcs
_换银 ;换铃 4挣银 7挣铃	prct
_换追 ;换币 4挣追 7挣币	prcu
_换乎 ;换锐 4挣乎 7挣锐	prcv
_换升 ;换钗 4挣升 7挣钗	prcw
_换错 ;换乔 4挣错 7挣乔	prcx
_换至 ;换链 4挣至 7挣链	prcy
_换向 ;换奥 4挣向 7挣奥	prcz
_换杂 ;换嶂 4挣杂 7挣嶂	prda
_换社 ;换幽 4挣社 7挣幽	prdb
_换卑 ;换贬 4挣卑 7挣贬	prdc
_换示 ;换贴 4挣示 7挣贴	prdd
_换崇 ;换贮 4挣崇 7挣贮	prde
_换上 ;换福 4挣上 7挣福	prdf
_换皇 ;换财 4挣皇 7挣财	prdg
_换生 ;换泉 4挣生 7挣泉	prdh
_换点 ;换战 4挣点 7挣战	prdi
_换神 ;换桌 4挣神 7挣桌	prdj
_换则 ;换颐 4挣则 7挣颐	prdk
_换导 ;换迫 4挣导 7挣迫	prdl
_换非 ;换野 4挣非 7挣野	prdm
_换里 ;换悲 4挣里 7挣悲	prdn
_换之 ;换岸 4挣之 7挣岸	prdo
_换九 ;换礼 4挣九 7挣礼	prdp
_换岩 ;换赂 4挣岩 7挣赂	prdq
_换败 ;换祖 4挣败 7挣祖	prdr
_换山 ;换购 4挣山 7挣购	prds
_换岭 ;换祁 4挣岭 7挣祁	prdt
_换视 ;换巳 4挣视 7挣巳	prdu
_换禅 ;换赚 4挣禅 7挣赚	prdv
_换异 ;换斐 4挣异 7挣斐	prdw
_换岁 ;换账 4挣岁 7挣账	prdx
_换白 ;换辈 4挣白 7挣辈	prdy
_换臣 ;换岗 4挣臣 7挣岗	prdz
_换宋 ;换匹 4挣宋 7挣匹	prea
_换寒 ;换塞 4挣寒 7挣塞	preb
_换室 ;换宅 4挣室 7挣宅	prec
_换宗 ;换寂 4挣宗 7挣寂	pred
_换医 ;换巨 4挣医 7挣巨	pree
_换写 ;换富 4挣写 7挣富	pref
_换宝 ;换宏 4挣宝 7挣宏	preg
_换它 ;换羽 4挣它 7挣羽	preh
_换知 ;换鱼 4挣知 7挣鱼	prei
_换审 ;换鲁 4挣审 7挣鲁	prej
_换定 ;换颇 4挣定 7挣颇	prek
_换实 ;换守 4挣实 7挣守	prel
_换皮 ;换鳞 4挣皮 7挣鳞	prem
_换怎 ;换密 4挣怎 7挣密	pren
_换区 ;换农 4挣区 7挣农	preo
_换容 ;换冗 4挣容 7挣冗	prep
_换客 ;换额 4挣客 7挣额	preq
_换完 ;换宜 4挣完 7挣宜	prer
_换安 ;换案 4挣安 7挣案	pres
_换宣 ;换鲫 4挣宣 7挣鲫	pret
_换官 ;换宁 4挣官 7挣宁	preu
_换察 ;换罕 4挣察 7挣罕	prev
_换巴 ;换宽 4挣巴 7挣宽	prew
_换寄 ;换宛 4挣寄 7挣宛	prex
_换军 ;换字 4挣军 7挣字	prey
_换害 ;换割 4挣害 7挣割	prez
_换末 ;换兀 4挣末 7挣兀	prfa
_换街 ;换耕 4挣街 7挣耕	prfb
_换夏 ;换饿 4挣夏 7挣饿	prfc
_换下 ;换百 4挣下 7挣百	prfd
_换带 ;换馆 4挣带 7挣馆	prfe
_换乡 ;换饮 4挣乡 7挣饮	prff
_换于 ;换髓 4挣于 7挣髓	prfg
_换求 ;换救 4挣求 7挣救	prfh
_换事 ;换顿 4挣事 7挣顿	prfi
_换行 ;换遍 4挣行 7挣遍	prfj
_换万 ;换户 4挣万 7挣户	prfk
_换正 ;换政 4挣正 7挣政	prfl
_换房 ;换丽 4挣房 7挣丽	prfm
_换武 ;换瓦 4挣武 7挣瓦	prfn
_换所 ;换亚 4挣所 7挣亚	prfo
_换与 ;换饲 4挣与 7挣饲	prfp
_换气 ;换骷 4挣气 7挣骷	prfq
_换遭 ;换曹 4挣遭 7挣曹	prfr
_换留 ;换互 4挣留 7挣互	prfs
_换卿 ;换馁 4挣卿 7挣馁	prft
_换了 ;换妻 4挣了 7挣妻	prfu
_换骨 ;换雇 4挣骨 7挣雇	prfv
_换开 ;换形 4挣开 7挣形	prfw
_换天 ;换吞 4挣天 7挣吞	prfx
_换严 ;换灭 4挣严 7挣灭	prfy
_换习 ;换丙 4挣习 7挣丙	prfz
_换协 ;换勒 4挣协 7挣勒	prga
_换庄 ;换鞋 4挣庄 7挣鞋	prgb
_换才 ;换环 4挣才 7挣环	prgc
_换理 ;换店 4挣理 7挣店	prgd
_换索 ;换勃 4挣索 7挣勃	prge
_换球 ;换庐 4挣球 7挣庐	prgf
_换真 ;换直 4挣真 7挣直	prgg
_换应 ;换睡 4挣应 7挣睡	prgh
_换王 ;换右 4挣王 7挣右	prgi
_换朝 ;换韩 4挣朝 7挣韩	prgj
_换存 ;换府 4挣存 7挣府	prgk
_换十 ;换瓒 4挣十 7挣瓒	prgl
_换有 ;换序 4挣有 7挣序	prgm
_换左 ;换雄 4挣左 7挣雄	prgn
_换革 ;换玉 4挣革 7挣玉	prgo
_换广 ;换卖 4挣广 7挣卖	prgp
_换底 ;换瑚 4挣底 7挣瑚	prgq
_换玩 ;换睁 4挣玩 7挣睁	prgr
_换座 ;换康 4挣座 7挣康	prgs
_换眼 ;换瞬 4挣眼 7挣瞬	prgt
_换现 ;换布 4挣现 7挣布	prgu
_换具 ;换瞧 4挣具 7挣瞧	prgv
_换友 ;换弄 4挣友 7挣弄	prgw
_换度 ;换席 4挣度 7挣席	prgx
_换目 ;换库 4挣目 7挣库	prgy
_换再 ;换南 4挣再 7挣南	prgz
_换济 ;换嘉 4挣济 7挣嘉	prha
_换法 ;换益 4挣法 7挣益	prhb
_换千 ;换泛 4挣千 7挣泛	prhc
_换重 ;换激 4挣重 7挣激	prhd
_换学 ;换觉 4挣学 7挣觉	prhe
_换面 ;换汽 4挣面 7挣汽	prhf
_换水 ;换泪 4挣水 7挣泪	prhg
_换比 ;换毕 4挣比 7挣毕	prhh
